country,image_file,description,source1,source2,viz_1,viz_2,timelapse
Liberia,liberia_img.png,"Liberia is a country with 4 million residents. 1.1 million Liberians are living in its capital city Monrovia. The country has more than 15 ethnic groups, which remained relatively ignored by colonization until 1820 when the American Colonization Society (ACS) - founded in 1817 - began sending freed American slaves back to Africa. These settlers became known as Americo-Liberians, and until the 1980s, they held most of the country's political power, despite accounting for only roughly 3% of the population. The country has undergone a series of wars, partly between the elites and the rest of the people, along with other conflicts along ethnic divides. These wars have killed around 200,000 people and displaced about 700,000. The education system, along with the level of development, has fallen. Agriculture remains an important source of revenue for Liberia; its main cash crop is rubber. Logging has also supported the country's GDP as there are an estimated 3.8 million hectares of productive forest in the country. Liberia also has many minerals, including iron ore, gold, and diamonds; much of the fighting, as mentioned earlier, has been around gaining control over these minerals. In 1980 a civil war began in Liberia with a military coup led by Master-Sergeant Samuel Doe; this ended the 150-year reign of Americo-Liberian political power. Doe, from the ethnic group Kahn, reigned with ruthless repression. Following a fabricated election in 1985, a failed coup by the Gio group, a full civil war erupted in 1989 when Charles Taylor and fellow Americo-Liberian rebel forces invaded. By 1990, neighboring West African countries sent a peacekeeping force which became involved in offensive operations. Doe was assassinated in November of 1990; many failed peace deals and successions of alliances and splits between warring factions ensued. In 1995 a peace deal and elections were won by Taylor, whose rule was oppressive. In 1999 another civil war broke out, and Taylor, after being pressured by the US, fled to Nigeria. The UN and 15,000 peacekeepers led a two-year provisional administration, and in 2005, Ellen Johnson-Sirleaf won the presidential election; she was re-elected in 2011. In 2012 Taylor was convicted by the UN special court for crimes against humanity. Liberia also struggled with Ebola, the first cases reported in 2014; a reported 2,200 people died.","Stalker, P. (2010). Liberia. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0121.",,liberia_lg.png,,liberia_hm.gif
Libya,libya_img.png,"Libya is a country of 6 million people. 1.1 million people live in the capital city, Tripoli. Most Libyans are descendants from Bedouin Arab tribes. Today about 60% of the population is under 20 years old. Most of Libya's GDP comes from oil production. Oil was discovered in 1959, and Libya has become one of the world's largest oil producers - this wealth has not been widely distributed, and most of the oil production is run by the state and the National Oil Company, which are both in contracts with other European oil companies. Libya also has large untapped natural gas reserves. Most of the country is unfit for agriculture, as the country is mostly barren plains of rock and sand. Water remains a big problem in Libya; the government made a 20$ billion-dollar human-made river scheme, planning to pump water at great expense. It is far from completion. For 42 years, the Libyan's government was run by Muammar Qaddafi, who overthrew the country's monarch in a military coup in 1969. Qaddafi claimed to run a socialist government for the people; in reality, he held all the power, assisted by 'revolutionary committees,' which enforced many human rights abuses ranging from arbitrary arrests to torture and disappearances. Qaddafi used Libyan oil wealth to incite a series of terrorist incidents culminating in bombing the 1988 Pan Am jet over Lockerbie, Scotland, which killed 270 people. His overthrow began in February 2011 following Arab Spring protests in Egypt and Tunisia. Many population protests against his regime in Benghazi grew into an armed insurrection that benefited from UN approved NATO protection. In August of 2011, Qaddafi was killed - under disputed circumstances. The rebels formed a National Transitional Council, and in July 2012, a 200 seat elected congress was established.","Stalker, P. (2010). Libya. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0122.",,libya_lg.png,,libya_hm.gif
Madagascar,madagascar_img.png,"Madagascar is an island covered in a mostly mountainous plateau. The eastern side of the island has a narrow coastal strip, and the western has broad fertile valleys. Most of the country suffers from severe erosion - millions of tons of soil are washed into the sea each year, and deforestation has stripped much of the natural habitats of many rare plants and animals. The country is home to about 19 million people; its capital city is Antananarivo, home to 1.5 million people. Madagascar is frequently hit by cyclones, most notably the three in 2000, 2003, and 2004. Madagascar was forced into becoming a French colony in 1986 and set up plantations where Malagasy were slaves. The country gained independence in 1960 from France, and about 500,000 were freed from slavery. The education system is still run in French. Didier Ratsiraka came to power through military power in 1975, and he then established a new constitution allowing for only one political organization. Ratsiraka aimed to nationalize the banks and transform the social development of Madagascar. In 1990 he allowed more political groups, which led to the formation of the Forces vives (FV) led by Albert Zafy, who won the elections in 1993 who led a chaotic presidency and was impeached in 1996 for his abuse of power and corruption. Ratsiraka returned to power. In 2001 Mar Ravalomanana, former mayor of Antananarivo and member of the Tiako-I-Madagasikara (TIM) party, won the election; but only after they forced a recount and Ratsiraka was exiled. Ravalomanana was re-elected in 2006 but overthrown by a coup in 2009 led by Andry Rajoelina. A new constitution was approved in 2010, and in 2013, Hery Rajaonarimampianina was elected president, continuing his control in the 2014 election even though an attempt at impeachment in 2015.","Stalker, P. (2010). Madagascar. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0127.",,madagascar_lg.png,,madagascar_hm.gif
Malawi,malawi_img.png,"Malawi is a country of 14 million people. The capital city is Lilongwe and is home to about 890,000 people. The main geographic feature is the East African Rift Valley, which cuts the country from north to south. The Chewa are the dominant ethnic group, and their language Chichewa is prominently spoken throughout the country. The country is densely populated relative to other African countries, and their education system does include a version of an elite public school called the Kamuzu Academy, but most children are not eligible, and dropout rates remain high. Despite the density of the population, most of Malawi's population lives in rural areas, and nearly all of the arable land has been cultivated; crops such as maize, sorghum, and millet are prominent crops. Tobacco is the country's major cash crop, along with tea, sugar, and cotton. Malawi was colonized in 1891 by the British, and they achieved independence in 1962. Dr. Hastings Banda and his Malawi Congress Party (MCP) were the first to govern in independence. In 1970 Banda declared himself ""president for life' spiraling into an increasingly oppressive rule, which included secret police and spies that he used to jail and torture dissidents. During the 1990s, many riots and strikes put pressure on Banda, and he conceded in 1993 to approve the return of multiparty democracy. He was defeated in the 1994 elections by Bakili Muluzi and his United Democratic Front (UDF) party. Muluzi won again in 1999. A Muluzi backed candidate, Bingu wa Mutharika, won in 2004 and also in 2009. In 2011 the country faced an economic crisis leading many to protest. Mutharika responded to those protests with violence and less political freedom. Still, he died suddenly in 2012 and was replaced by his vice-president Joyce Banda who has opted for a more democratic representation in her government.","Stalker, P. (2010). Malawi. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0128.",,malawi_lg.png,,malawi_hm.gif
Mali,mali_img.png,"This northern country is home to 12 million people. The capital city is Bamako and is home to 1.4 million people. The country many ethnic groups, the main distinction being between the Berbers, including the Tuareg and the Moors, and black ethnic groups including the Mande and the Bambara. Most Malians are religiously Muslim, though Islam has not been as prominent in Mali's political landscape. Ethnic diversity has been a source of a longstanding conflict. In 1991 the Tuareg rebelled, seeking autonomy from the central government. The government squashed the rebellion driving 80,000 Tuareg into other countries. Many Malians emigrate to neighbor Cote d'Ivoire and also to France. The autocratic rule of Moussa Traore, who came to power through a military coup in 1969, dominated Mali's political life for 23 years. In 1979 he established single-party civilian rule, though Traore ruled with violence, squashing several coup attempts during his rule. During mass protests in 1991, Traore was arrested, and an interim administration headed by Lieutenant-Colonel Amadou Touman Toure replaced him. In 1992 Toure established new constitutions and multiparty elections, along with a victory by Konare, who became president. Konare ruled until 2012, when he was deposed by a coup who accused him of failing to combat Tuareg rebels.","Stalker, P. (2010). Mali. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0131.",,mali_lg.png,,mali_hm.gif
Mauritania,mauritania_img.png,"Most of Mauritania is encompassed by the Sahara Desert, though it does have a strip of coastal land and some arable land near the Senegal river. More than half of the country is covered in dunes. Three million people live in Mauritania, 760,000 of which call the capital city Nouakchott home. Like many countries in this region, ethnic diversity is distinguished between those of Arab and Berber descent and ethnic groups who are black. Today most of the Mauritania population is mixed. Originally colonized by the french, Mauritania achieved independence in 1960. Despite slavery being abolished in the French colonial period, slavery has persisted in some communities. The Arabic speakers have controlled political life, and a one-party government was established and held power until 1984 when a coup led by Colonel Maaouya Ould Sdi'Ahmen Taya took power. Taya legalized political parties and won elections in 1992, 1997, and 2002. Taya's rule was not democratic, and he banned opposition parties several times. He was overthrown in 2005 by a coup led by Colonel Ely Ould Mohamed Vall. Vall aimed to create a civilian led-government, and in 2007, Sidi Mohamen Ould Cheikh Abdallahi won the presidency. Abdallahi fired the head of the president's guard Aziz who then led a military coup and overthrew him. He was elected in 2009 and took control of the national assembly.","Stalker, P. (2010). Mauritania. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0135.",,mauritania_lg.png,,mauritania_hm.gif
Mauritius,mauritius_img.png,"This island country is in the Indian ocean and is home to an ancient volcano and coral reefs. Mauritius is home to 1.3 million people, and its capital is Port Louis. Two-thirds of the population are descendants of the 500,000 Indians brought to the island as indentured laborers in the sugar plantations. There are also a small number of white descendants of European colonizers and some Chinese immigrants who came as traders. The country has seen little ethnic tension and holds several religious traditions as official; it celebrates Ramadan, All Saints' Day, and the Chinese New Year as official holidays each year. Creole, French, English, Hindi, and Urdu are all spoken on the island. Still, English is the official government language, French is used in the newspapers, and creole is used for informal communication.  Sugar has been the main export for the country. The country has been experienced a rapid modernization of its economy, leading to some of the highest levels of education and health care in Africa. Education is free to the university level. Mauritius invested much of its sugar earnings into creating a manufacturing sector which attracted more than 500 companies in garment production. In 2007 the country also brought about 100 cyber companies such as call centers to the economy. Tourism is the third pillar of the economy and hosts around 900,000 visitors each year, many of whom are from France, and come for the stunning beaches. In 1991 the country achieved independence from the British monarch and became a constitutional republic. In 1995 the National Assembly was won by the Labour Party (LP) led by Navin Rangoolam. The Mouvement militan maurician (MMM) was the opposition, and they won in 2000. The two parties have traded control through elections since.","Stalker, P. (2010). Mauritius. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0136.",,mauritus_lg.png,,mauritius_hm.gif
Morocco,morocco_img.png,"This North African country is the most mountainous of its neighbors. It has a population of 31 million. Its capital city is Rabat, and 1.4 million people live there. 99% of the country is ethnically Arab-Berber, and Arabic is the dominant language. The primary industry is related to phosphate productions, which also accounts for the country's interest in maintaining their illegal occupation of Western Sahara, which also holds large phosphates reserves. Morocco also has a large textile industry, which expanded rapidly in the 1980s. Morocco has a constitutional monarchy that included an elected legislative assembly. The king acts as an executive president. In 1975 the country seized Western Sahara despite widespread critique. The government has seen a rise in radical groups such as the Al Sunna Wal Jamaa, which try to enforce Islamic behavior violently. The country established its first free parliamentary in 2002 and 2007. In 2011 the Arab spring pressured the king into a new constitution through the king's remains in power.","Salker, P. (2010). Morocco. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0144.",,morocco_lg.png,,morocco_hm.gif
Mozambique,mozambique_img.png,"This southern country is home to 22 million people, 1.8 of whom live in Maputo, the capital city. The Zambezi River divides the country along with its various diverse ethnic groups. Portugal colonized Mozambique they achieved independence in 1975. The Frente de Libertacao de Mocambique (Frelimo) party. The white governments of South Africa and Rhodesia funded a guerilla group, Renamo, which became one of the world's most violent guerrilla groups. In 1992 Mozambique suffered through a devastating civil war between Frelimo and Renamo, which destroyed the country's social infrastructure, destroying schools, clinics, and hospitals. The war ended in a peace accord after 900,000 died. In 1994 Frelimo, headed by Joaquim Chissano, won a victory over Renamo. Frelimo stayed in power through elections in 2004 and 2009.","Stalker, P. (2010). Mozambique. In A Guide to Countries of the World. : Oxford University Press. Retrieved 18 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0145.",,mozambique_lg.png,,mozambique_hm.gif
Namibia,namibia_img.png,"Namibia is a country in the southern part of the continent and has a desert coastline along the Atlantic Ocean. A broad plateau with mountains. 2 million people call Namibia home, and its capital city is Windhoek. Namibia has one of the world's more unequal income distributions - the top 10% of households make 65% of the national income. Many white Namibians use commercial farming of livestock as they own a high proportion of the country's land area; this inequity of land ownership is a source of political conflict. Namibia was formerly occupied by South Africa and earned its independence after the South-West Africa People's Organization (SWAPO) fought a successful guerilla war ending in 1988. In 1989 the first national assembly was won by Sam Nujoma, who was elected president. Over time Nujoma ruled more autocratically, and in 1999 he changed the constitution to allow himself to run for a third time. In 2004 another SWAPO member, Hifikenpunye Pohamba, won the presidency and was re-elected in 2009.","Stalker, P. (2010). Namibia. In A Guide to Countries of the World. : Oxford University Press. Retrieved 19 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0146.",,namibia_lg.png,,namibia_hm.gif
Niger,niger_img.png,"Niger is a country of 14 million people; the capital city is Niamey. The country has three different geographic zones; the north consists mostly of the Sahara Desert. The center is within the Sahel, which includes scrubland and sparse vegetation, and the south, which has the most fertile land due in large part to flooding from the Niger River. Most people live in the south, where the fertile land is. Niger has some of the world's lowest human development indexes; more than 60% of the country lives in poverty, and only 38% of children are enrolled in primary school. Niger achieved independence in 1960 and has periods of multiparty democracy broken up by periods of military rule. The Tuareg have also led Libyan-funded armed rebellions but signed a ceasefire in 1995. In 1996, Colonel Ibrahim Bare Mainassara seized power in an army coup arresting both the president and prime minister and then banning political activity. He launched his party in 1997 and stayed in power until 1999 when we have killed by soldiers in a palace coup. Mamadou Tandja won the next election in 1999 and 2009, introduced a new constitution, and dissolved parliament. In February 2010, another military coup seized power, and democracy was restored in 2011. Mahamadou Issofou was elected president and was re-elected again in 2016.","Stalker, P. (2010). Niger. In A Guide to Countries of the World. : Oxford University Press. Retrieved 19 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0154.",,niger_lg.png,,niger_hm.gif
Nigeria,nigeria_img.png,"Nigeria has four main regions: a humid coastal belt, hilly tropical rainforests, two large plateaus - the Jos and the Biu and swaths of savannah grasslands that descend into semi-desert. Nigeria is home to 148 million people, with 50% living in urban areas, making it the most populous country. Nigeria is a federation of 36 states and is home to over 400 ethnic groups; the three main ones are the Hausa-Fulani, Muslim, the Yoruba who follow Christian and Islam faiths, and the Igbo, most of whom are Christians. Agriculture makes up about 40% of the country's GDP. Oil was discovered in the country in 1956, which by 2008 accounted for 90% of the country's export earnings. Much of the oil wealth was not distributed widely, with military leaders at the top stealing the wealth. Nigeria achieved independence in 1960, and ethnic conflicts over shares of the oil revenue have occurred.
In 1967 the Eastern region led by a military governor attempted to secede from Nigeria - a civil war followed that spanned 2.5 years. There have been a series of military coups since. In 1993 General Sani Abacha led a violent military regime; he came to power following an annulment of the presidential election. Abacha imprisoned the selected president, Chief Abiola, and launched violent attacks on the opposition. He died in 1998. A presidential election in 1999 followed with Olusegun Obasanjo and the People's Democratic Party (PDP) taking office. He was re-elected in 2003. In 2007 Umaru Yar'Adua was hand-selected to take office, and in 2010 following his health issues, he handed power to his vice-president Goodluck Jonathan. Jonathan was elected in 2011; violence broke out in the north, with 800 people dying as a result. The most significant contemporary threat in contemporary Nigeria is Boko Haram - an Islamist fundamentalist group that aims to overthrow the state and impose Islamic rule. Boko Haram was founded in 2002 and has carried out a series of violent acts, including suicide bombings and abductions. In May 2014, Boko Haram abducted 300 schoolgirls from the town of Chibok. By 2015 Boko Haram has killed thousands of Nigerians and maintained control over a region in the north-east.","Stalker, P. (2010). Nigeria. In A Guide to Countries of the World. : Oxford University Press. Retrieved 20 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0155.",,nigeria_lg.png,,nigeria_hm.gif
Rwanda,rwanda_img.png,"Rwanda is a country of 10 million people. The capital city is Kigali. Rwandans are divided across two main ethnic groups: the Hutu and the Tutsi - the two groups are most starkly divided across political and economic lines. Rwanda achieved independence in 1962 with a Hutu government led by Grégoire Kayibanda. Ethnic conflict continued, and thousands of people died. Kayibanda was overthrown in 1973 by Hutu army chief General Juvénal Habyarimana; massacres of both Hutu and Tutsi followed. By 1990 more than 600,000 Tutsi fled to exile. Habyarimana led a one-party state and was reelected in 1989. In 1990 exiled Tutsi formed the Rwandan Patriotic Front with Paul Kagame at the lead. Following economic pressures, the Hutu government allowed political parties to organize, and in 1991, Habyarimana transitioned the government with a peace agreement with the RPR. In 1994 Habyarimana died in a plane graph and dissidents in his party, the Mouvement révolutionire national pour le développement (MRND), took power with the Rwandan army. They launched a genocidal massacre, killing mostly Tutsi; 800,000 died. The RPF took over the country in 1994 and ended the genocide. In 2000 president Paseur Bizimunguy led as apart of a coalition. In 2003 he was replaced by Paul Kagame of the RPF took control, which continues. Kagame was set to end his presidency in 2017, but in 2015 he forced a constitutional amendment through allowing him to stay in power until 2034.","Stalker, P. (2010). Rwanda. In A Guide to Countries of the World. : Oxford University Press. Retrieved 20 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0176.",,rwanda_lg.png,,rwanda_hm.gif
Sao Tome and Principe,saotome-principe_img.png,"This small island country has two volcanic islands and several small islets in the Gulf of Guinea off Africa's West Coast. The country has about .2 million people, with about 62% of them living in urban spaces. The capital city is São Tomé. The Portuguese colonized the island, who used the islands for plantations where sugar, coffee, and cocoa were produced. The country achieved independence in 1975. Agriculture remains an essential aspect of the country's economy; cocoa is their main cash crop. Since independence, much of the government has been run by the Movement de Libertação de São Tomé e Príncipe; which was initially Marxist but has been recently centered on personal power struggles. Fradique de Menezes won the 2001 and 2006 elections. In 2010 a parliamentary election established Patrice Truvada as prime minister. The country elected its first president in 2011, who was replaced in 2016 by Evaristo Carvalho.","Stalker, P. (2010). São Tomé and Príncipe. In A Guide to Countries of the World. : Oxford University Press. Retrieved 20 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0185.",,,,
Senegal,senegal_img.png,"Senegal is a country of 12 million people. It is home to more than a dozen ethnic groups, the largest being the Wolof, who live mostly in the west. Colonized by the French, the country achieved independence in 1960. It has a long history of democracy, though, for the first 40 years after independence, it was ruled by the same party - the Parti socialiste (PS), which won due to its vast hold on the power. From 1981 to 2000, Abdou Diouf of the PS party was president. His opponent, Abdoulaye Wade, claimed fraudulent elections, and in 1991 Wade was brought into the government. Wade won the presidency in 2000 and 2007. In 2011 Macky Sall replaced him, winning the elections.","Stalker, P. (2010). Senegal. In A Guide to Countries of the World. : Oxford University Press. Retrieved 20 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0187.",,senegal_lg.png,,senegal_hm.gif
Seychelles,seychelles_img.png,"This island country consists of 100 islands in the Indian ocean, two-thirds of which are uninhabited. Most of Seychelles' population live on the island of Mahé and have a high standard of living. Most of the country's GDP comes from tourism and hosts hundreds of thousands of people a year. In 1977 Albert René took the country over by military coup with his party People's Progressive Front (SPPF), and he runs the party as a one-party socialist state through 1993. René then opened the government to multiparty democracy, winning elections until 2004. James Michel took over in 2005 and was re-elected in 2011 and 2015.","Stalker, P. (2010). Seychelles. In A Guide to Countries of the World. : Oxford University Press. Retrieved 20 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0178.",,seychelles_lg.png,,
Sierra Leone,sierra-leone_img.png,"Sierra Leone is a country of about 5 million. The capital city is Freetown, where about 470,000 people live. The name Sierra Leone comes from ""lion mountain"" from the mountainous peninsula where Freetown is. Sierra Leone's largest ethnic groups are the Temne and the Mende, along with a smaller population of Krios, who are descendants of slaves. Sierra Leone achieved independence in 1961. A one-party system controlled the government for two decades, which was overthrown following a Liberian-aided rebel group, the Revolutionary United Front (RUF). In 1992 another group of army officers staged a coup, which incited a civil war that killed around 15,000 people and drove millions of people from their homes. The RUF recruited thousands of child soldiers. In 1996 Sierra Leoneans voted to elect Ahmen Tejan Kabbah for the Sierra Leone People's Party (SLPP). In 1997 the same RUF army officers staged another coup leading Foday Sankoh to power until the Economic Community of West African States brought its peacekeeping force to restore Kabbah as president. The UN helped sponsored a peace deal in 1999; Kabbah continued as president, and Sankoh the power to lead the diamond mining. In April 2000, The RUF captured hundreds of UN soldiers and headed towards Freetown; this caused international alarm, and the UK sent troops to arrest Sankoh. By 2001 the UN demobilized most of the RUF soldiers. Kabbah was returned to the presidency in 2002. In 2007 Ernest Bai Koroma of the All People's Congress (APC) was elected. 2010 brought the lifting of sanctions by the UN, and Charles Taylor, the former Liberian leader, was convicted of crimes against humanity that he committed in Sierra Leone civil war. In 2014 Sierra Leone battled the Ebola epidemic; a state of emergency was declared, and movement restrictions enforced. Sierra Leone was declared free of ebola in November 2015 after 3,500 people died.","Stalker, P. (2010). Sierra Leone. In A Guide to Countries of the World. : Oxford University Press. Retrieved 20 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0189.",,sierra-leone_lg.png,,sierra-leone_hm.gif
Somalia,somalia_img.png,"Somalia is a country of 9 million people. The capital city is Mogadishu, where 1.6 million people live. Somalia is mostly a large semi-desert; it has some grasslands but minimal arable land. It also has flat sandy plains along its Indian Ocean coastline. Somalis have struggled with poverty in large part caused by a series of wars. The country's infrastructure is sparse, and the education system enrolls less than 10% of children. The country achieved independence in 1961. The country has a long history of ethnic divisions. In 1969 the newly elected president was assassinated, and the army led by General Mohammad Siad Barre took over. Siad Barre was an authoritarian ruler and, through the 1980s, made several informal alliances with clans. By 1991 the clans drove Siad Barre from Somalia. The United Somali Congress (USC) attempted to take control, but it was rejected by the Somali Patriotic Movement and the Somali National Movement. At the same time, the country was battling a famine that killed 300,000 people. In 1992 the US-led UN peacekeeping force established peace, but by 1995 when the mandate ended, Somalia's central government no longer existed. Local administrations emerged; the most coherent was Somaliland, which declared its independence in 1991. Its capital was Hargeisa. In 2010 they elected a president Ahmed Mohamed Mohamous Silanyo. The rest of the country has navigated warring factions, along with an autonomous north-east region. Somalia is now on an UN-led 'road map to democracy.'","Stalker, P. (2010). Somalia. In A Guide to Countries of the World. : Oxford University Press. Retrieved 21 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0194",,somalia_lg.png,,
South Africa,south-africa_img.png,"The southernmost country on the continent has narrow coastal plains along with mountainous regions in the east. About two-thirds of the country is on a plateau. An estimated 49 million South Africans live in the country, 1.9 million in the capital city Pretoria. South Africa was first colonized in 1652 by an expedition of Dutch Calvinist colonizers who received a commission Dutch East India Trading Company. They set up a station for passing ships. By 1657 the Dutch started allowing farms to the European settlers. By 1795 the British Crown occupied the region, seizing the territory and pushing the Dutch north, they created the Cape Colony. As the British expanded, encroaching on the land of Khoikhoi, then the Xhosa, following by the Tembu, Pondo, and Fingo. The Xhosa fought nine wars over the course of a century, gradually forcing them under British rules. In 1854 the contract of Bloemfontein was signed, and the Republic of Orange Free State was founded by the Boers. A war between the British and the Boers began in 1899; the British occupied Bloemfontein, Johannesburg, and Pretoria. The British continued to destroy Boer farms and placing women and children in segregated concentration camps; 28,000 died. A peace treaty was signed in 1900, though the conflict between the White administration and Africans intensified. The pro-white colonial policies led by Alfred Milner enacted discriminatory policies. Long-standing South Africa became a fully sovereign nation-state within the British Empire in 1934. By 1948 the National Party (NP) instituted apartheid, which segregated South Africa by racial groups fueled by anti-blackness and white supremacy. South Africa's post-apartheid period began with Nelson Mandela leaving prison in 1990. In 1993 he won the Nobel Peace Prize, and in 1994 the first multi-racial election won elected the African National Congress, won 63% of the votes, and elected him president. Mandela retired in 1999, and Thabo Mbeki won in 1999 and 2004. Jacob Zuma won the 2008 election.",https://www.sahistory.org.za/article/south-africa-1900s-1900-1917,"Stalker, P. (2010). South Africa. In A Guide to Countries of the World. : Oxford University Press. Retrieved 21 Jan. 2021, from https://www-oxfordreference-com.proxy.library.upenn.edu/view/10.1093/acref/9780199580729.001.0001/acref-9780199580729-e-0195.",south-africa_lg.png,,
South Sudan,south-sudan_img.png,"This northeastern country has a rich biodiversity, including savannas, swamplands, and rainforests. In 2011 it achieved independence from Sudan, which is now its northern neighbor. South Sudan's population holds predominantly Christian or animist religious beliefs. Its capital is Juba. In the 19th century, Sudan was under British-Egyptian rule. The British saw less resistance to their occupation in the north, leading to a stark dichotomy of development between the north and the south. Sudan achieved independence in 1956. Several governments followed, all of which had difficulty uniting the diverse political landscape between the north and the south. Notably, northern leaders sought to extend Islamic law and culture to the south, which led to a civil war that lasted from 1955- 1972. The Addis Ababa Agreement of 1972 ended the war temporarily, with fighting resumed from 1983-2005. The Comprehensive Peace Agreement (CPA) was signed in 2005, and the war ended with new outlines for how to distribute power and wealth. It also granted South Sudan semiautonomous status that allowed a referendum for independence to occur in six years. The referendum did happen, and the independence vote passed in January 2011 with overwhelming support. On July 9th, 2011, South Sudan declared independence. Most of the South Sudan population lives in rural spaces clustered along watercourses due to its longstanding water supply problems. Agriculture is the primary source of employment in the country.","Spaulding, J. L. , Collins, . Robert O. , Sabr, . Mohy el Din and Sikainga, . Ahmad Alawad (2019, June 7). South Sudan. Encyclopedia Britannica. https://www.britannica.com/place/South-Sudan",,south-sudan_lg.png,,
Sudan,sudan_img.png,"Sudan is a northeastern country that included South Sudan for more than a century, which seceded with independence in 2011 (see South Sudan entry for more information). For many centuries, Sudan has been host to many cultural interactions between African and Mediterranean traditions. Colonized by the British, the country achieved independence in 1956. The country's power, development, and wealth have long been sequestered in the north because the British found less resistance to colonization. After independence, governments found it very difficult to maintain power between the distinctive north and south; two civil wars followed between 1955-1972 and again between 1983 - 2005 when the Comprehensive Peace Agreement ending the fighting and gave South Sudan a pathway to independence, which was finalized in July 2011. Sudan's capital is Khartoum. Sudan's northern neighbor is Egypt, and the country is composed of vast plains, sand, and flat mesas of Nubian sandstone. The Nile River system runs through the country, with all the rivers and streams draining towards the Nile. The education system was established in the 1970s when the government reorganized the unorganized system of schools they inherited from the British colonial government. This included several higher education institutions, which doubled between 1990 and 1995. The country has had several constitutions and regime changes by military coups in 1985, 1989, and 2019. The interim constitution of 2005 was suspended after the 2019 coup, and the Forces for Freedom and Change (FFC); an alliance between military and civilian groups, signed a new constitutional declaration that outlined a power-sharing agreement and a roadmap for a democratically-elected government to be installed with the first elections expected in 2022.","Collins, R. O. , Sikainga, . Ahmad Alawad , Sabr, . Mohy el Din , Spaulding, . Jay L. , Al-Shahi, . Ahmed S. and Unit, . Economist Intelligence (2020, September 2). Sudan. Encyclopedia Britannica. https://www.britannica.com/place/Sudan",,sudan_lg.png,,sudan_hm.gif
